1.758349537849426270e-01,2.863861024379730225e-01,1.164750903844833374e-01,3.121359646320343018e-01,7.618755847215652466e-02,6.851920858025550842e-03,1.975641846656799316e-01,3.843598961830139160e-01,1.062597334384918213e-02,4.075845181941986084e-01,1.000000000000000000e+00,2.816134691238403320e-01,7.088392227888107300e-02,1.272172629833221436e-01,-2.618187852203845978e-02,2.129499912261962891e-01,1.321585476398468018e-02,1.852671056985855103e-01,1.395104527473449707e-01,1.440176963806152344e-01
2.391348928213119507e-01,3.281991481781005859e-01,3.896027058362960815e-02,2.805027365684509277e-01,4.183968529105186462e-03,-2.901876345276832581e-03,2.755077481269836426e-01,1.804442852735519409e-01,-6.405503302812576294e-02,2.184422910213470459e-01,2.816134691238403320e-01,1.000000000000000000e+00,-5.083992332220077515e-02,3.264660835266113281e-01,5.124494433403015137e-03,1.202604696154594421e-01,-8.676844835281372070e-02,3.818076252937316895e-01,2.007051557302474976e-01,4.960450530052185059e-01
-5.344924330711364746e-02,-1.073887199163436890e-01,-2.582943066954612732e-03,-2.438798174262046814e-02,7.779968529939651489e-02,-1.704697497189044952e-02,-5.578844249248504639e-02,1.775258779525756836e-02,6.273426115512847900e-02,1.057522296905517578e-01,7.088392227888107300e-02,-5.083992332220077515e-02,9.999998807907104492e-01,1.154780611395835876e-01,1.203710362315177917e-01,-3.774536028504371643e-02,1.692656874656677246e-01,-2.834734506905078888e-02,-9.597057104110717773e-02,-1.129029765725135803e-01
3.189292177557945251e-02,1.097611337900161743e-01,-9.264489635825157166e-03,1.205552369356155396e-01,-6.821051239967346191e-02,-3.849162906408309937e-02,1.147346571087837219e-01,1.080832034349441528e-01,-3.248616680502891541e-02,1.191438809037208557e-01,1.272172629833221436e-01,3.264660835266113281e-01,1.154780611395835876e-01,1.000000000000000000e+00,1.448471248149871826e-01,7.007446885108947754e-02,-2.784649655222892761e-02,3.518171608448028564e-01,7.027620077133178711e-02,2.841949462890625000e-01
1.196789648383855820e-02,4.664731025695800781e-02,6.692717783153057098e-03,-3.120856918394565582e-02,1.036426126956939697e-01,-3.388661891222000122e-02,-8.227375149726867676e-02,-1.012407913804054260e-01,-9.390586614608764648e-02,-3.304596059024333954e-03,-2.618187852203845978e-02,5.124494433403015137e-03,1.203710362315177917e-01,1.448471248149871826e-01,1.000000238418579102e+00,5.464831739664077759e-02,-1.187580451369285583e-02,5.060892552137374878e-02,4.468806087970733643e-02,-5.289793014526367188e-02
6.073673442006111145e-02,1.236509159207344055e-01,7.441270351409912109e-02,1.570000350475311279e-01,1.218984834849834442e-02,1.183022744953632355e-02,8.385731279850006104e-02,2.270182967185974121e-01,-5.176344141364097595e-02,1.560681760311126709e-01,2.129499912261962891e-01,1.202604696154594421e-01,-3.774536028504371643e-02,7.007446885108947754e-02,5.464831739664077759e-02,9.999998807907104492e-01,1.795432269573211670e-01,5.584025382995605469e-02,3.010466694831848145e-02,1.073238104581832886e-01
-8.867437392473220825e-02,-6.234956160187721252e-02,4.258498921990394592e-02,-3.194389119744300842e-02,2.005184590816497803e-01,-6.925776600837707520e-02,-1.524658501148223877e-02,8.650573343038558960e-02,1.750616580247879028e-01,1.795469224452972412e-02,1.321585476398468018e-02,-8.676844835281372070e-02,1.692656874656677246e-01,-2.784649655222892761e-02,-1.187580451369285583e-02,1.795432269573211670e-01,1.000000119209289551e+00,-4.496565833687782288e-02,-1.017400547862052917e-01,-2.696896530687808990e-02
2.179696559906005859e-01,2.192997634410858154e-01,3.871776163578033447e-02,1.624606996774673462e-01,8.153621107339859009e-03,-1.881903037428855896e-02,2.275440990924835205e-01,6.134083867073059082e-02,-3.640739247202873230e-02,9.560731053352355957e-02,1.852671056985855103e-01,3.818076252937316895e-01,-2.834734506905078888e-02,3.518171608448028564e-01,5.060892552137374878e-02,5.584025382995605469e-02,-4.496565833687782288e-02,9.999999403953552246e-01,7.607609778642654419e-02,3.197838068008422852e-01
1.136917471885681152e-01,1.630011647939682007e-01,-3.676489461213350296e-03,8.687950670719146729e-02,4.503583163022994995e-02,-3.243358805775642395e-02,3.365111723542213440e-02,-7.749274373054504395e-03,-5.678385496139526367e-03,9.552368894219398499e-03,1.395104527473449707e-01,2.007051557302474976e-01,-9.597057104110717773e-02,7.027620077133178711e-02,4.468806087970733643e-02,3.010466694831848145e-02,-1.017400547862052917e-01,7.607609778642654419e-02,1.000000119209289551e+00,5.749204009771347046e-02
1.514859497547149658e-01,1.888835132122039795e-01,1.621493697166442871e-01,2.373354732990264893e-01,1.650928333401679993e-02,1.483128219842910767e-01,2.889397740364074707e-01,2.208650708198547363e-01,-4.630867391824722290e-03,1.585233211517333984e-01,1.440176963806152344e-01,4.960450530052185059e-01,-1.129029765725135803e-01,2.841949462890625000e-01,-5.289793014526367188e-02,1.073238104581832886e-01,-2.696896530687808990e-02,3.197838068008422852e-01,5.749204009771347046e-02,1.000000000000000000e+00
