9.999999403953552246e-01,3.647189140319824219e-01,1.506482958793640137e-01,3.384196758270263672e-01,-2.356271073222160339e-02,6.265898048877716064e-02,2.636883258819580078e-01,1.004330664873123169e-01,-8.489625528454780579e-03,3.836421668529510498e-02,1.758349537849426270e-01,2.391348928213119507e-01,-5.344924330711364746e-02,3.189292177557945251e-02,1.196789648383855820e-02,6.073673442006111145e-02,-8.867437392473220825e-02,2.179696559906005859e-01,1.136917471885681152e-01,1.514859497547149658e-01
3.647189140319824219e-01,1.000000238418579102e+00,2.824200987815856934e-01,4.838574826717376709e-01,7.197080552577972412e-02,1.224239245057106018e-01,3.625060617923736572e-01,1.911804974079132080e-01,9.078294038772583008e-02,2.518006563186645508e-01,2.863861024379730225e-01,3.281991481781005859e-01,-1.073887199163436890e-01,1.097611337900161743e-01,4.664731025695800781e-02,1.236509159207344055e-01,-6.234956160187721252e-02,2.192997634410858154e-01,1.630011647939682007e-01,1.888835132122039795e-01
1.506482958793640137e-01,2.824200987815856934e-01,1.000000119209289551e+00,1.946071088314056396e-01,8.225162327289581299e-02,4.205066263675689697e-01,2.057526409626007080e-01,9.687958657741546631e-02,1.330579370260238647e-01,1.043854877352714539e-01,1.164750903844833374e-01,3.896027058362960815e-02,-2.582943066954612732e-03,-9.264489635825157166e-03,6.692717783153057098e-03,7.441270351409912109e-02,4.258498921990394592e-02,3.871776163578033447e-02,-3.676489461213350296e-03,1.621493697166442871e-01
3.384196758270263672e-01,4.838574826717376709e-01,1.946071088314056396e-01,9.999998807907104492e-01,1.922455243766307831e-02,2.199842333793640137e-01,4.839298725128173828e-01,2.654697895050048828e-01,8.313680067658424377e-03,2.966439127922058105e-01,3.121359646320343018e-01,2.805027365684509277e-01,-2.438798174262046814e-02,1.205552369356155396e-01,-3.120856918394565582e-02,1.570000350475311279e-01,-3.194389119744300842e-02,1.624606996774673462e-01,8.687950670719146729e-02,2.373354732990264893e-01
-2.356271073222160339e-02,7.197080552577972412e-02,8.225162327289581299e-02,1.922455243766307831e-02,1.000000238418579102e+00,5.652803927659988403e-02,6.443115323781967163e-02,-4.029815644025802612e-02,2.038739621639251709e-01,2.946926653385162354e-02,7.618755847215652466e-02,4.183968529105186462e-03,7.779968529939651489e-02,-6.821051239967346191e-02,1.036426126956939697e-01,1.218984834849834442e-02,2.005184590816497803e-01,8.153621107339859009e-03,4.503583163022994995e-02,1.650928333401679993e-02
6.265898048877716064e-02,1.224239245057106018e-01,4.205066263675689697e-01,2.199842333793640137e-01,5.652803927659988403e-02,9.999997615814208984e-01,2.684891819953918457e-01,1.018277332186698914e-01,2.176984548568725586e-01,-3.540410846471786499e-02,6.851920858025550842e-03,-2.901876345276832581e-03,-1.704697497189044952e-02,-3.849162906408309937e-02,-3.388661891222000122e-02,1.183022744953632355e-02,-6.925776600837707520e-02,-1.881903037428855896e-02,-3.243358805775642395e-02,1.483128219842910767e-01
2.636883258819580078e-01,3.625060617923736572e-01,2.057526409626007080e-01,4.839298725128173828e-01,6.443115323781967163e-02,2.684891819953918457e-01,1.000000238418579102e+00,3.174966275691986084e-01,5.076590925455093384e-02,2.097387015819549561e-01,1.975641846656799316e-01,2.755077481269836426e-01,-5.578844249248504639e-02,1.147346571087837219e-01,-8.227375149726867676e-02,8.385731279850006104e-02,-1.524658501148223877e-02,2.275440990924835205e-01,3.365111723542213440e-02,2.889397740364074707e-01
1.004330664873123169e-01,1.911804974079132080e-01,9.687958657741546631e-02,2.654697895050048828e-01,-4.029815644025802612e-02,1.018277332186698914e-01,3.174966275691986084e-01,1.000000000000000000e+00,8.314092457294464111e-02,3.786552548408508301e-01,3.843598961830139160e-01,1.804442852735519409e-01,1.775258779525756836e-02,1.080832034349441528e-01,-1.012407913804054260e-01,2.270182967185974121e-01,8.650573343038558960e-02,6.134083867073059082e-02,-7.749274373054504395e-03,2.208650708198547363e-01
-8.489625528454780579e-03,9.078294038772583008e-02,1.330579370260238647e-01,8.313680067658424377e-03,2.038739621639251709e-01,2.176984548568725586e-01,5.076590925455093384e-02,8.314092457294464111e-02,9.999999403953552246e-01,8.608815819025039673e-02,1.062597334384918213e-02,-6.405503302812576294e-02,6.273426115512847900e-02,-3.248616680502891541e-02,-9.390586614608764648e-02,-5.176344141364097595e-02,1.750616580247879028e-01,-3.640739247202873230e-02,-5.678385496139526367e-03,-4.630867391824722290e-03
3.836421668529510498e-02,2.518006563186645508e-01,1.043854877352714539e-01,2.966439127922058105e-01,2.946926653385162354e-02,-3.540410846471786499e-02,2.097387015819549561e-01,3.786552548408508301e-01,8.608815819025039673e-02,9.999998807907104492e-01,4.075845181941986084e-01,2.184422910213470459e-01,1.057522296905517578e-01,1.191438809037208557e-01,-3.304596059024333954e-03,1.560681760311126709e-01,1.795469224452972412e-02,9.560731053352355957e-02,9.552368894219398499e-03,1.585233211517333984e-01
